Link	New name	Change	Who Number	Last name	Prop Lists	Rec Lists	Locator name	French	Spanish	Russian	Arabic	Chinese	Phonetic	Molecular formula				"InchiKey


asdasd"					
https://mednet-communities.net/inn/db/ViewINN.aspx?i=7334	tasosartan		7334	tasosartan	72	35	tasosartan [INN]	tasosartan	tasosartán	??????????	??????????	????	tasosartan	C23H21N7O	tasosartan	CC1=NC2=C(CCC(=O)N2CC3=CC=C(C=C3)C4=C(C=CC=C4)C5=NN=NN5)C(C)=N1	48G92V856H	ADXGNEYLLLSOAR-UHFFFAOYSA-N	145733-36-4	C23H21N7O	TASOSARTAN	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ADXGNEYLLLSOAR-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=3580	keracyanin		3580	keracyanin	31	14	keracyanin [INN]	kéracyanine	keracianina	??????????	??????????	????	keracianin	C27H31ClO15	keracyanin	[Cl-].C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OC3=C([O+]=C4C=C(O)C=C(O)C4=C3)C5=CC(O)=C(O)C=C5)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O	V0N2VMB4FV	ADZHXBNWNZIHIX-XYGAWYNKSA-N	18719-76-1	C27H31O15	KERACYANIN	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ADZHXBNWNZIHIX-XYGAWYNKSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=1937	diponium bromide		1937	diponium bromide	15	6	diponium bromide [INN]	bromure de diponium	bromuro de diponio	??????? ??????	?????? ???????? 	????	diponium	C20H38BrNO2	diponium bromide	[Br-].CC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C2CCCC2	977A8K11XO	ADZXDFALMZGPTN-UHFFFAOYSA-M	2001-81-2	C20H38NO2	DIPONIUM BROMIDE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/ADZXDFALMZGPTN-UHFFFAOYSA-M/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8391	rostafuroxin		8391	rostafuroxin	91	53	rostafuroxin [INN]	rostafuroxine	rostafuroxina	?????????????	?????????????	????	rostafuroxin	C23H34O4	rostafuroxin	C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@@H](O)CC[C@]34C)[C@@]1(O)CC[C@]2(O)C5=COC=C5	P848LCX62B	AEAPORIZZWBIEX-DTBDINHYSA-N	156722-18-8	C23H34O4	ROSTAFUROXIN	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AEAPORIZZWBIEX-DTBDINHYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8769	pramiconazole		8769	pramiconazole	95	57	pramiconazole [INN]	pramiconazole	pramiconazol	????????????	????????????	????	pramiconazole	C35H39F2N7O4	pramiconazole	CC(C)N1CCN(C1=O)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(OC[C@H]5OC[C@@](CN6C=NC=N6)(O5)C7=C(F)C=C(F)C=C7)C=C4	4SYH0R661F	AEKNYBWUEYNWMJ-QWOOXDRHSA-N	219923-85-0	C35H39F2N7O4	PRAMICONAZOLE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AEKNYBWUEYNWMJ-QWOOXDRHSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=7458	fabesetron		7458	fabesetron	74	36	fabesetron [INN]	fabésétron	fabesetrón	??????????	??????????	????	fabesetron	C18H19N3O	fabesetron	CC1=C(C[C@H]2CCC3=C(C)C4=C(C=CC=C4)N3C2=O)N=CN1	QU72HVX338	AEKQMJRJRAHOAP-CYBMUJFWSA-N	129300-27-2	C18H19N3O	FABESETRON	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AEKQMJRJRAHOAP-CYBMUJFWSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=986	tranylcypromine		986	tranylcypromine	11	5	tranylcypromine [INN]	tranylcypromine	tranilcipromina	??????????????	??????????????	?????	tranilcipromine	C9H11N	tranylcypromine	N[C@@H]1C[C@H]1C2=CC=CC=C2	3E3V44J4Z9	AELCINSCMGFISI-DTWKUNHWSA-N	155-09-9	C9H11N	TRANYLCYPROMINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AELCINSCMGFISI-DTWKUNHWSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5723	eltenac		5723	eltenac	53	25	eltenac [INN]	elténac	eltenaco	???????	????????	????	eltenac	C12H9Cl2NO2S	eltenac	OC(=O)CC1=CSC=C1NC2=C(Cl)C=CC=C2Cl	A153L3JA99	AELILMBZWCGOSB-UHFFFAOYSA-N	72895-88-6	C12H9Cl2NO2S	ELTENAC	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AELILMBZWCGOSB-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=867	ethionamide		867	ethionamide	10	4	ethionamide [INN]	éthionamide	etionamida	?????????	?????????? 	?????	etionamide	C8H10N2S	ethionamide	CCC1=NC=CC(=C1)C(N)=S	OAY8ORS3CQ	AEOCXXJPGCBFJA-UHFFFAOYSA-N	536-33-4	C8H10N2S	ETHIONAMIDE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AEOCXXJPGCBFJA-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=3366	ciclopramine		3366	ciclopramine	29	13	ciclopramine [INN]	ciclopramine	ciclopramina	???????????	???????????   	???	ciclopramine	C18H20N2	ciclopramine	CNC1CCN2C3=C(CCC4=C2C1=CC=C4)C=CC=C3	BXS8X8APGS	AEOOLRRTECSMIN-UHFFFAOYSA-N	33545-56-1	C18H20N2	CICLOPRAMINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AEOOLRRTECSMIN-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=6754	zalospirone		6754	zalospirone	64	31	zalospirone [INN]	zalospirone	zalospirona	??????????	??????????	???	zalospirone	C24H29N5O2	zalospirone	O=C1[C@H]2[C@H]([C@@H]3C=C[C@H]2[C@@H]4C=C[C@H]34)C(=O)N1CCCCN5CCN(CC5)C6=NC=CC=N6	0449O95Z1J	AERLHOTUXIJQFV-QUTUUGMOSA-N	114298-18-9	C24H29N5O2	ZALOSPIRONE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AERLHOTUXIJQFV-QUTUUGMOSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8778	niraxostat		8778	niraxostat	99	61	niraxostat [INN]	niraxostat	niraxostat	???????????	???????????	????	niraxostat	C16H17N3O3	niraxostat	CC(C)(C)COC1=C(C=C(C=C1)N2C=C(C=N2)C(O)=O)C#N	246FR6022S	AETHRPHBGJAIBT-UHFFFAOYSA-N	206884-98-2	C16H17N3O3	NIRAXOSTAT	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AETHRPHBGJAIBT-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=1074	ethambutol		1074	ethambutol	11	5	ethambutol [INN]	éthambutol	etambutol	?????????	??????????	????	etambutol	C10H24N2O2	ethambutol	CC[C@@H](CO)NCCN[C@@H](CC)CO	8G167061QZ	AEUTYOVWOVBAKS-UWVGGRQHSA-N	74-55-5	C10H24N2O2	ETHAMBUTOL	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AEUTYOVWOVBAKS-UWVGGRQHSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=3024	estrofurate		3024	estrofurate	25	11	estrofurate [INN]	estrofurate	estrofurato	??????????	???????????	???	estrofurate	C24H26O4	estrofurate	CC(=O)OC1=CC2=C(C=C1)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C5=COC=C5)C3=CC2	0CDE7T54KW	AEVUURWLDCELOV-AYVPJYCDSA-N	10322-73-3	C24H26O4	ESTROFURATE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AEVUURWLDCELOV-AYVPJYCDSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=3450	depramine		3450	depramine	31	18	depramine [INN]	dépramine	depramina	????????	????????	???	depramine	C19H22N2	depramine	CN(C)CCCN1C2=CC=CC=C2C=CC3=C1C=CC=C3	77C3T28736	AFBYHZACPPSJKD-UHFFFAOYSA-N	303-54-8	C19H22N2	DEPRAMINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AFBYHZACPPSJKD-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=6473	acamprosate		6473	acamprosate	61	30	acamprosate [INN]	acamprosate	acamprosato	??????????	??????????	???	acamprosate	C5H11NO4S	acamprosate	CC(=O)NCCCS(O)(=O)=O	N4K14YGM3J	AFCGFAGUEYAMAO-UHFFFAOYSA-N	77337-76-9	C5H11NO4S	ACAMPROSATE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AFCGFAGUEYAMAO-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5762	mergocriptine		5762	mergocriptine	54	26	mergocriptine [INN]	mergocriptine	mergocriptina	????????????	????????????	?????	mergocriptine	C33H43N5O5	mergocriptine	CC(C)C[C@@H]1N2C(=O)[C@](NC(=O)[C@H]3CN(C)[C@@H]4CC5=C(C)NC6=C5C(=CC=C6)C4=C3)(O[C@@]2(O)[C@@H]7CCCN7C1=O)C(C)C	VXD47YRH4Q	AFFLEALSHYGOOD-NOURLPFCSA-N	81968-16-3	C33H43N5O5	MERGOCRIPTINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AFFLEALSHYGOOD-NOURLPFCSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=9162	albitiazolium bromide		9162	albitiazolium bromide	"101, 103"	63	albitiazolium bromide [INN]	bromure d'albitiazolium	bromuro de albitiazolio	???????????? ??????	?????? ?????????????	????	String	C24H42Br2N2O2S2	albitiazolium bromide	[Br-].[Br-].CC1=C(CCO)SC=[N+]1CCCCCCCCCCCC[N+]2=CSC(CCO)=C2C	3AC0AJ4ILP	AFJCGBHHSKAACR-UHFFFAOYSA-L	321915-72-4	C24H42N2O2S2	ALBITIAZOLIUM BROMIDE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AFJCGBHHSKAACR-UHFFFAOYSA-L/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5013	pinacidil		5013	pinacidil	46	22	pinacidil [INN]	pinacidil	pinacidil	?????????	?????????	????	pinacidil	C13H19N5	pinacidil	O.CC(NC(NC1=CC=NC=C1)=NC#N)C(C)(C)C	7B0ZZH8P2W	AFJCNBBHEVLGCZ-UHFFFAOYSA-N	85371-64-8	C13H19N5	PINACIDIL	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AFJCNBBHEVLGCZ-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=9666	afuresertib		9666	afuresertib	108	70	afuresertib [INN]	afurésertib	afuresertib	???????????	???????????	????	String	C18H17Cl2FN4OS	afuresertib	CN1N=CC(Cl)=C1C2=C(Cl)SC(=C2)C(=O)N[C@H](CN)CC3=CC(F)=CC=C3	8739X25QI3	AFJRDFWMXUECEW-LBPRGKRZSA-N	1047644-62-1	C18H17Cl2FN4OS	AFURESERTIB	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AFJRDFWMXUECEW-LBPRGKRZSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=7888	selamectin		7888	selamectin	81	43	selamectin [INN]	sélamectine	selamectina	??????????	??????????	????	selamectin	C43H63NO11	selamectin	CO[C@H]1C[C@H](O[C@H]2[C@@H](C)\C=C\C=C3/CO[C@@H]4\C(=N/O)C(C)=C[C@@H](C(=O)O[C@H]5C[C@@H](C\C=C2/C)O[C@@]6(CC[C@H](C)[C@H](O6)C7CCCCC7)C5)[C@]34O)O[C@@H](C)[C@@H]1O	A2669OWX9N	AFJYYKSVHJGXSN-XHKIUTQPSA-N	220119-17-5	C43H63NO11	SELAMECTIN	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AFJYYKSVHJGXSN-XHKIUTQPSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=9674	ulodesine		9674	ulodesine	108	70	ulodesine [INN]	ulodésine	ulodesina	????????	?????????	????	String	C12H16N4O3	ulodesine	OC[C@H]1CN(CC2=CNC3=C2N=CNC3=O)C[C@@H]1O	JNG8L9460Y	AFNHHLILYQEHKK-BDAKNGLRSA-N	548486-59-5	C12H16N4O3	ULODESINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AFNHHLILYQEHKK-BDAKNGLRSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8577	saxagliptin		8577	saxagliptin	92	54	saxagliptin [INN]	saxagliptine	saxagliptina	????????????	????????????	????	saxagliptin	C18H25N3O2	saxagliptin	O.N[C@H](C(=O)N1[C@H]2C[C@H]2C[C@H]1C#N)C34CC5CC(CC(O)(C5)C3)C4	9GB927LAJW	AFNTWHMDBNQQPX-NHKADLRUSA-N	945667-22-1	C18H25N3O2	SAXAGLIPTIN MONOHYDRATE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AFNTWHMDBNQQPX-NHKADLRUSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=4332	sulconazole		4332	sulconazole	38	23	sulconazole [INN]	sulconazole	sulconazol	???????????	??????????	???	sulconazole	C18H15Cl3N2S	sulconazole	ClC1=CC=C(CSC(CN2C=CN=C2)C3=C(Cl)C=C(Cl)C=C3)C=C1	5D9HAA5Q5S	AFNXATANNDIXLG-UHFFFAOYSA-N	61318-90-9	C18H15Cl3N2S	SULCONAZOLE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AFNXATANNDIXLG-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=2667	ellagic acid		2667	ellagic acid	21	9	ellagic acid [INN]	acide ellagique	ácido elágico	????????? ???????	??? ???????	???	ellagic ellagate	C14H6O8	ellagic acid	OC1=CC2=C3C(OC(=O)C4=CC(O)=C(O)C(OC2=O)=C34)=C1O	19YRN3ZS9P	AFSDNFLWKVMVRB-UHFFFAOYSA-N	476-66-4	C14H6O8	ELLAGIC ACID	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AFSDNFLWKVMVRB-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=6331	carmoxirole		6331	carmoxirole	61	30	carmoxirole [INN]	carmoxirole	carmoxirol	???????????	???????????	????	carmoxirole	C24H26N2O2	carmoxirole	OC(=O)C1=CC2=C(NC=C2CCCCN3CCC(=CC3)C4=CC=CC=C4)C=C1	MRP4P457ZA	AFSOIHMEOKEZJF-UHFFFAOYSA-N	98323-83-2	C24H26N2O2	CARMOXIROLE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AFSOIHMEOKEZJF-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=8217	pumosetrag		8217	pumosetrag	87	49	pumosetrag [INN]	pumosétrag	pumosetrag	??????????	??????????	????	pumosetrag	C15H17N3O2S	pumosetrag	O=C(N[C@H]1CN2CCC1CC2)C3=CNC4=C(SC=C4)C3=O	1G26B32139	AFUWQWYPPZFWCO-LBPRGKRZSA-N	153062-94-3	C15H17N3O2S	PUMOSETRAG	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AFUWQWYPPZFWCO-LBPRGKRZSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=7555	terestigmine		7555	terestigmine	77	39	terestigmine [INN]	térestigmine	terestigmina	???????????	???????????	????	terestigmine	C21H33N3O3	terestigmine	CCCCCCCNC(=O)OC1=CC2=C(C=C1)N(C)[C@H]3ON(C)CC[C@@]23C	9EG92T3EQE	AFVACNVFXZVAEU-FPOVZHCZSA-N	147650-57-5	C21H33N3O3	TERESTIGMINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AFVACNVFXZVAEU-FPOVZHCZSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=451	mesilate		451	mesilate	18		mesilate [INN]	mésilate	mesilato	???????	???????      	????(??)	mesilate	CH3O3S (anion) or CH4O3S (acid)	mesilate	CS([O-])(=O)=O	[NO STEREO] 12EH9M7279	AFVFQIVMOAPDHO-UHFFFAOYSA-M	[NO STEREO] 75-75-2	CH3O3S	[NO STEREO] METHANESULFONIC ACID	opsin	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AFVFQIVMOAPDHO-UHFFFAOYSA-M/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=908	hexcarbacholine bromide		908	hexcarbacholine bromide	10	4	hexcarbacholine bromide [INN]	bromure d'hexcarbacholine	bromuro de hexacarbacolina	??????????????? ??????	?????? ??????????????	?????	hexcarbacholine	C18H40Br2N4O4	hexcarbacholine bromide	[Br-].[Br-].C[N+](C)(C)CCOC(=O)NCCCCCCNC(=O)OCC[N+](C)(C)C	NM87THP11P	AFWBFAMUEOVLFX-UHFFFAOYSA-N	306-41-2	C18H40N4O4	HEXCARBACHOLINE BROMIDE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AFWBFAMUEOVLFX-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=3424	gemazocine		3424	gemazocine	29	13	gemazocine [INN]	gémazocine	gemazocina	?????????	?????????	????	gemazocine	C20H29NO	gemazocine	CC[C@]12CCN(CC3CC3)[C@H](CC4=CC=C(O)C=C14)C2(C)C	V1A2S0LB62	AFZOCGNTFCGOEE-QUCCMNQESA-N	54063-47-7	C20H29NO	GEMAZOCINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AFZOCGNTFCGOEE-QUCCMNQESA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=1589	moperone		1589	moperone	14	16	moperone [INN]	mopérone	moperona	???????	???????	???	moperone	C22H26FNO2	moperone	CC1=CC=C(C=C1)C2(O)CCN(CCCC(=O)C3=CC=C(F)C=C3)CC2	OU730881W5	AGAHNABIDCTLHW-UHFFFAOYSA-N	1050-79-9	C22H26FNO2	MOPERONE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AGAHNABIDCTLHW-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=5800	citatepine		5800	citatepine	54	26	citatepine [INN]	citatépine	citatepina	?????????	?????????	????	citatepine	C20H18N2S	citatepine	CN1CCC2=C(CC1)C3=C(SC4=CC=CC=C24)C=CC(=C3)C#N	92S48G7U0W	AGBTZJDOBMDLPR-UHFFFAOYSA-N	65509-66-2	C20H18N2S	CITATEPINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AGBTZJDOBMDLPR-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=3390	mesabolone		3390	mesabolone	29	13	mesabolone [INN]	mésabolone	mesabolona	?????????	?????????	????	mesabolone	C26H40O3	mesabolone	COC1(CCCCC1)O[C@H]2CC[C@H]3[C@@H]4CC[C@H]5CC(=O)C=C[C@]5(C)[C@H]4CC[C@]23C	4AH506J7QM	AGGYYWICUTUTCC-NMTVEPIMSA-N	9/2/7483	C26H40O3	MESABOLONE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AGGYYWICUTUTCC-NMTVEPIMSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=3036	tienilic acid		3036	tienilic acid	25	11	tienilic acid [INN]	acide tiénilique	ácido tienílico	?????????? ???????	??? ????????	???	tienilic tienilate	C13H8Cl2O4S	tienilic acid	OC(=O)COC1=C(Cl)C(Cl)=C(C=C1)C(=O)C2=CC=CS2	HC95205SY4	AGHANLSBXUWXTB-UHFFFAOYSA-N	40180-04-9	C13H8Cl2O4S	TICRYNAFEN	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AGHANLSBXUWXTB-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=3105	drofenine		3105	drofenine	26	30	drofenine [INN]	drofénine	drofenina	????????	????????	????	drofenine	C20H31NO2	drofenine	CCN(CC)CCOC(=O)C(C1CCCCC1)C2=CC=CC=C2	4QWV355536	AGJBLWCLQCKRJP-UHFFFAOYSA-N	1679-76-1	C20H31NO2	DROFENINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AGJBLWCLQCKRJP-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=998	quinethazone		998	quinethazone	11	5	quinethazone [INN]	quinéthazone	quinetazona	?????????	?????????	???	qinetazone	C10H12ClN3O3S	quinethazone	CCC1NC(=O)C2=C(N1)C=C(Cl)C(=C2)S(N)(=O)=O	455E0S048W	AGMMTXLNIQSRCG-UHFFFAOYSA-N	73-49-4	C10H12ClN3O3S	QUINETHAZONE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AGMMTXLNIQSRCG-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=2520	clotioxone		2520	clotioxone	20	9	clotioxone [INN]	clotioxone	clotioxona	??????????	??????????  	????	clotioxone	C9H5Cl3N2O2S	clotioxone	ClC(Cl)(Cl)SN1N=C(OC1=O)C2=CC=CC=C2	D7ID553901	AGNRWZQXNQBVQZ-UHFFFAOYSA-N	1856-34-4	C9H5Cl3N2O2S	CLOTIOXONE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AGNRWZQXNQBVQZ-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=6252	clarithromycin		6252	clarithromycin	59	29	clarithromycin [INN]	clarithromycine	claritromicina	?????????????	?????????????	????	claritromicin	C38H69NO13	clarithromycin	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3O)N(C)C)[C@@](C)(C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O)OC	H1250JIK0A	AGOYDEPGAOXOCK-KCBOHYOISA-N	81103-11-9	C38H69NO13	CLARITHROMYCIN	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AGOYDEPGAOXOCK-KCBOHYOISA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=6164	isoleucine		6164	isoleucine	58	28	isoleucine [INN]	isoleucine	isoleucina	?????????	?????????	????	isoleucine	C6H13NO2	isoleucine	CC[C@H](C)[C@H](N)C(O)=O	04Y7590D77|5HX0BYT4E3	AGPKZVBTJJNPAG-WHFBIAKZSA-N	73-32-5|443-79-8	C6H13NO2	"ISOLEUCINE|ISOLEUCINE, DL-"	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AGPKZVBTJJNPAG-WHFBIAKZSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=3824	streptozocin		3824	streptozocin	33	15	streptozocin [INN]	streptozocine	estreptozocina	????????????	????????????  	???	streptozocin	C8H15N3O7	streptozocin	CN(N=O)C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO	5W494URQ81	AGRCPNMCOXLKFO-BDVNFPICSA-N	18883-66-4	C8H15N3O7	STREPTOZOCIN	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AGRCPNMCOXLKFO-BDVNFPICSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=6890	lesopitron		6890	lesopitron	66	32	lesopitron [INN]	lésopitron	lesopitrón	??????????	??????????	????	lesopitron	C15H21ClN6	lesopitron	ClC1=CN(CCCCN2CCN(CC2)C3=NC=CC=N3)N=C1	H1CGM4755H	AHCPKWJUALHOPH-UHFFFAOYSA-N	132449-46-8	C15H21ClN6	LESOPITRON	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AHCPKWJUALHOPH-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=4668	zetidoline		4668	zetidoline	41	19	zetidoline [INN]	zétidoline	zetidolina	?????????	?????????	????	zetidoline	C16H22ClN3O	zetidoline	CC1(C)CN(CCN2CCN(C2=O)C3=CC(Cl)=CC=C3)C1	3B5J9TG94X	AHDBQMJRRXVRDY-UHFFFAOYSA-N	51940-78-4	C16H22ClN3O	ZETIDOLINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AHDBQMJRRXVRDY-UHFFFAOYSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=1679	lymecycline		1679	lymecycline	14	6	lymecycline [INN]	lymécycline	limeciclina	??????????	??????????	????	limecicline	C29H38N4O10	lymecycline	CN(C)[C@H]1[C@@H]2C[C@H]3C(C(=O)C4=C(C=CC=C4O)[C@@]3(C)O)=C(O)[C@]2(O)C(=O)C(C(=O)NCNCCCC[C@H](N)C(O)=O)=C1O	7D6EM3S13P	AHEVKYYGXVEWNO-UEPZRUIBSA-N	992-21-2	C29H38N4O10	LYMECYCLINE	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AHEVKYYGXVEWNO-UEPZRUIBSA-N/SDF
https://mednet-communities.net/inn/db/ViewINN.aspx?i=9258	ipragliflozin		9258	ipragliflozin	103	65	ipragliflozin [INN]	ipragliflozine	ipragliflozina	?????????????	??????????????		String	C21H21FO5S	ipragliflozin	OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C2=CC(CC3=CC4=C(S3)C=CC=C4)=C(F)C=C2	3N2N8OOR7X	AHFWIQIYAXSLBA-RQXATKFSSA-N	761423-87-4	C21H21FO5S	IPRAGLIFLOZIN	FDA-SRS	https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/inchikey/AHFWIQIYAXSLBA-RQXATKFSSA-N/SDF
